name,author,narrator,releasedate,language,price,rating_stars,n_ratings,hours,mins,time_mins
The One,JohnMarrs,JohnMarrs,2017-04-05,English,9.84,4.5,21.0,11,1,661
On Target,MarkGreaney,MarkGreaney,2010-09-28,English,10.03,,4.0,12,35,755
"Tom Clancy Commander in Chief: Jack Ryan, Book 11",MarkGreaney,MarkGreaney,2015-03-12,English,15.94,4.5,7.0,20,32,1232
God Is a Gamer,RaviSubramanian,RaviSubramanian,2019-08-27,English,10.55,4.5,79.0,8,49,529
Gone Tomorrow,LeeChild,LeeChild,2011-06-22,English,11.48,,12.0,13,17,797
The Dom Identity,LexiBlake,LexiBlake,2021-09-14,English,11.24,,1.0,14,47,887
The Marriage,K.L.Slater,K.L.Slater,2021-05-20,English,6.83,,9.0,9,7,547
The Girl Who Lived Twice,"DavidLagercrantz,GeorgeGoulding","DavidLagercrantz,GeorgeGoulding",2019-08-22,English,11.39,,19.0,11,47,707
Finding Lust on Tinder,ShanayaTaneja,ShanayaTaneja,2018-09-24,English,0.0,,22.0,0,36,36
The Villain,L.J.Shen,L.J.Shen,2020-12-20,English,10.03,,4.0,11,51,711
Tell Me Lies,J.P.Pomare,J.P.Pomare,2020-05-03,English,6.9,4.5,68.0,6,20,380
Nothing Lasts Forever,SidneySheldon,SidneySheldon,1999-12-16,English,14.05,4.5,17.0,6,18,378
Icon,FrederickForsyth,FrederickForsyth,2011-02-25,English,9.84,4.5,6.0,19,19,1159
The Adventurers,HaroldRobbins,HaroldRobbins,2015-06-16,English,16.06,4.5,7.0,25,25,1525
On Her Majesty's Secret Service (with Interview),IanFleming,IanFleming,2012-08-31,English,6.83,4.5,2.0,8,5,485
High Noon,NoraRoberts,NoraRoberts,2008-10-06,English,12.06,,5.0,16,34,994
The Street Lawyer,JohnGrisham,JohnGrisham,2005-07-10,English,4.92,4.5,10.0,6,4,364
Calling Sehmat,HarinderSikka,HarinderSikka,2019-06-25,English,8.44,4.5,38.0,5,32,332
The Betsy,HaroldRobbins,HaroldRobbins,2015-06-16,English,10.03,4.5,2.0,13,2,782
The Guilty,"JamesPatterson,DuaneSwierczynski","JamesPatterson,DuaneSwierczynski",2021-10-28,English,10.03,4.5,15.0,3,19,199
Don't Tell the Governor,RaviSubramanian,RaviSubramanian,2019-09-01,English,3.05,,173.0,7,48,468
"The Leopard: A Harry Hole Thriller, Book 8",JoNesbø,JoNesbø,2011-10-02,English,10.06,,1.0,19,26,1166
79 Park Avenue,HaroldRobbins,HaroldRobbins,2015-06-16,English,8.02,,1.0,8,58,538
Fear You,B.B.Reid,B.B.Reid,2017-02-10,English,10.03,3.5,2.0,10,32,632
Tales from the Gas Station: Volume Three,JackTownsend,JackTownsend,2020-11-19,English,10.03,,5.0,14,37,877
The Patient Man,JoyEllis,JoyEllis,2020-02-18,English,6.83,4.5,3.0,10,14,614
Forever Is True,NovoneelChakraborty,NovoneelChakraborty,2019-08-01,English,9.05,4.5,10.0,6,29,389
The House on the Water,MargotHunt,MargotHunt,2020-03-12,English,6.01,,8.0,2,47,167
The Kill List,FrederickForsyth,FrederickForsyth,2013-09-26,English,8.98,4.5,11.0,10,15,615
One Minute Out,MarkGreaney,MarkGreaney,2020-02-18,English,16.06,4.5,10.0,15,59,959
In My Dreams I Hold a Knife,AshleyWinstead,AshleyWinstead,2022-08-03,English,8.44,,1.0,10,22,622
The Cardinal of the Kremlin,TomClancy,TomClancy,2014-01-31,English,12.65,4.5,15.0,25,19,1519
Giovanni,NatashaKnight,NatashaKnight,2019-03-26,English,12.06,3.5,5.0,7,13,433
The Rise of Nine,PittacusLore,PittacusLore,2013-08-29,English,9.02,,1.0,10,4,604
Armored,MarkGreaney,MarkGreaney,2021-09-12,English,12.04,,1.0,5,34,334
Empire of Sin,RinaKent,RinaKent,2022-01-13,English,8.02,,1.0,9,52,592
Breaking Love,B.B.Reid,B.B.Reid,2017-02-10,English,8.02,,1.0,7,36,456
Tied to the Tycoon,ChloeCox,ChloeCox,2016-12-01,English,8.02,,1.0,6,54,414
Eleventh Hour,S.HussainZaidi,S.HussainZaidi,2019-12-13,English,3.74,,24.0,5,5,305
Robert Ludlum's The Altman Code,"RobertLudlum,GayleLynds","RobertLudlum,GayleLynds",2003-06-13,English,2.65,,1.0,15,42,942
An Anonymous Girl,"GreerHendricks,SarahPekkanen","GreerHendricks,SarahPekkanen",2018-12-27,English,3.88,,29.0,11,38,698
The Apollo Murders,ChrisHadfield,ChrisHadfield,2021-12-10,English,10.48,3.5,3.0,15,14,914
A Dilli-Mumbai Love Story,AbhimanyuJha,AbhimanyuJha,2017-09-01,English,0.0,,1.0,7,19,439
How It Ends,RachelHowzellHall,RachelHowzellHall,2021-03-25,English,6.01,4.5,3.0,2,32,152
Tribulation,AdamJahnke,AdamJahnke,2019-10-17,English,12.04,,3.0,7,8,428
Hold Your Breath,WendyWalker,WendyWalker,2020-01-10,English,6.01,3.5,7.0,2,31,151
American Girl,WendyWalker,WendyWalker,2021-12-16,English,12.04,4.5,2.0,8,39,519
The Deceiver,FrederickForsyth,FrederickForsyth,2013-01-07,English,9.56,,14.0,17,36,1056
Irandaam Sakthi [Secondary Power],IndiraSoundarajan,IndiraSoundarajan,2021-09-13,Tamil,0.58,,7.0,2,12,132
Black Knight,RinaKent,RinaKent,2020-07-22,English,8.02,,1.0,9,26,566
Collateral Damage,NatashaKnight,NatashaKnight,2020-11-17,English,10.03,,2.0,13,32,812
Roses Are Blood Red,NovoneelChakraborty,NovoneelChakraborty,2021-08-07,English,10.55,2.5,2.0,7,17,437
The Housemaid,SarahA.Denzil,SarahA.Denzil,2021-12-21,English,6.83,,1.0,9,2,542
The Afghan,FrederickForsyth,FrederickForsyth,2007-10-18,English,8.98,4.5,11.0,10,42,642
The Other Side of Midnight,SidneySheldon,SidneySheldon,2021-12-15,English,8.42,,1.0,14,30,870
Mudhal Sakthi [The First Power],IndiraSoundarajan,IndiraSoundarajan,2021-10-08,Tamil,1.42,4.5,12.0,2,2,122
Kaatrai Maarividu [Turn on the Wind],IndiraSoundarajan,IndiraSoundarajan,2021-11-23,Tamil,0.74,,4.0,2,37,157
Moondraam Sakthi [Third Power],IndiraSoundarajan,IndiraSoundarajan,2021-12-10,Tamil,0.58,,4.0,1,54,114
Shattered Dynasty,AvaHarrison,AvaHarrison,2021-03-10,English,10.03,,1.0,10,22,622
Not a Happy Family,ShariLapena,ShariLapena,2021-07-27,English,10.66,4.5,14.0,9,12,552
The Spark,ViKeeland,ViKeeland,2021-12-07,English,8.02,,1.0,9,28,568
The Devil's Vow,BellaJ,BellaJ,2021-07-09,English,12.06,,1.0,6,24,384
The Brit,JodiEllenMalpas,JodiEllenMalpas,2021-11-06,English,10.03,,1.0,12,46,766
Nightfall,PenelopeDouglas,PenelopeDouglas,2020-10-11,English,9.84,,2.0,20,30,1230
Vetri Kudhirai [The Winning Horse],PattukottaiPrabakar,PattukottaiPrabakar,2021-07-16,Tamil,0.91,,8.0,3,15,195
A Time to Kill,JohnGrisham,JohnGrisham,2005-07-10,English,4.92,,13.0,2,53,173
Salvatore,NatashaKnight,NatashaKnight,2016-10-27,English,8.02,,1.0,7,38,458
Throne of Power,RinaKent,RinaKent,2021-01-21,English,8.02,,2.0,7,29,449
Flock,KateStewart,KateStewart,2021-11-05,English,16.08,,4.0,10,12,612
The Locked Door,FreidaMcFadden,FreidaMcFadden,2021-09-21,English,7.03,,1.0,8,15,495
Throne of Vengeance,RinaKent,RinaKent,2021-11-02,English,8.02,,3.0,7,41,461
Angel's Cage,AnnaZaires,AnnaZaires,2021-05-06,English,8.02,4.5,2.0,7,57,477
The Girl Who Knew Too Much,VikrantKhanna,VikrantKhanna,2020-10-14,English,12.06,3.5,12.0,4,56,296
Digital Fortress,DanBrown,DanBrown,2004-01-15,English,1.61,,2.0,6,38,398
The Doomsday Conspiracy,SidneySheldon,SidneySheldon,1999-12-16,English,11.24,,12.0,7,31,451
Silverview,JohnleCarré,JohnleCarré,2021-10-14,English,10.66,,4.0,6,29,389
Head Above Water,CERicci,CERicci,2022-01-03,English,14.06,,1.0,12,22,742
The Arrangement,KierstenModglin,KierstenModglin,2021-06-29,English,14.06,3.5,2.0,5,42,342
The Janitor's Wife,L.G.Davis,L.G.Davis,2022-05-01,English,5.62,,1.0,7,29,449
The Harbinger II,JonathanCahn,JonathanCahn,2020-01-09,English,7.03,,5.0,10,14,614
False Witness,KarinSlaughter,KarinSlaughter,2021-07-20,English,12.65,,3.0,18,39,1119
Call for the Dead,JohnleCarré,JohnleCarré,2010-12-10,English,5.6,4.5,4.0,4,44,284
Devarakaadu (Kannada Edition),GurupadaSwamyBG,GurupadaSwamyBG,2021-01-02,English,0.58,,4.0,2,33,153
Twisted Kingdom: A Dark High School Bully Romance,RinaKent,RinaKent,2020-01-08,English,8.02,,4.0,9,0,540
Consumed by Deception,RinaKent,RinaKent,2021-06-05,English,8.02,,4.0,7,15,435
The Monster,L.J.Shen,L.J.Shen,2021-06-15,English,10.03,,3.0,11,27,687
Rabbits,TerryMiles,TerryMiles,2021-10-06,English,3.88,,1.0,14,5,845
Play Along,TLSwan,TLSwan,2018-05-15,English,10.03,,2.0,11,53,713
Thrive,AlyMartinez,AlyMartinez,2018-08-01,English,8.02,,1.0,10,0,600
25 Minute (Bengali Edition),PinakiGhosh,PinakiGhosh,2021-04-27,English,0.84,4.5,3.0,0,22,22
Until April,AuroraRoseReynolds,AuroraRoseReynolds,2021-12-21,English,14.06,,1.0,6,53,413
The Wall: Eternal Night,JoshuaT.Calvert,JoshuaT.Calvert,2021-12-21,English,14.06,,1.0,9,43,583
Fable of Happiness,PepperWinters,PepperWinters,2021-01-06,English,8.02,,1.0,7,55,475
Night Film,MarishaPessl,MarishaPessl,2013-08-29,English,11.88,,4.0,23,9,1389
Kill Switch,PenelopeDouglas,PenelopeDouglas,2019-07-24,English,9.84,4.5,6.0,17,35,1055
Monroe Doctrine: Volume III,"JamesRosone,MirandaWatson","JamesRosone,MirandaWatson",2022-01-25,English,14.06,,1.0,9,42,582
Targeted,StephenHunter,StephenHunter,2022-01-18,English,12.1,,1.0,9,34,574
The Shining Girls,LaurenBeukes,LaurenBeukes,2013-04-25,English,5.92,,1.0,11,12,672
The Passengers,JohnMarrs,JohnMarrs,2019-05-30,English,9.02,,9.0,11,40,700
The Street Lawyer,JohnGrisham,JohnGrisham,1999-12-15,English,9.04,,5.0,5,59,359
The Fox,FrederickForsyth,FrederickForsyth,2018-09-20,English,8.2,,32.0,8,12,492
Brutal Prince,SophieLark,SophieLark,2020-10-20,English,8.02,,1.0,7,52,472
The Company,RobertLittell,RobertLittell,2002-10-05,English,16.88,4.5,3.0,41,22,2482
The Associate,JohnGrisham,JohnGrisham,2009-01-27,English,8.2,4.5,9.0,6,0,360
The Law of Moses,AmyHarmon,AmyHarmon,2015-05-26,English,11.26,,4.0,11,29,689
From Russia with Love (with interview),IanFleming,IanFleming,2012-06-09,English,6.83,,3.0,8,56,536
Sidney Sheldon's Mistress of the Game,"SidneySheldon,TillyBagshawe","SidneySheldon,TillyBagshawe",2009-04-08,English,16.87,,9.0,11,56,716
The Brothers Karamazov,"FyodorDostoevsky,DavidMagarshack-translator","FyodorDostoevsky,DavidMagarshack-translator",2009-03-17,English,6.83,,3.0,37,50,2270
Unnodu Oru Nimidam [Just a Minute with You],UshaSubramanian,UshaSubramanian,2021-08-31,Tamil,0.58,,1.0,1,41,101
The Noise,JamesPatterson,JamesPatterson,2021-05-08,English,10.66,3.5,3.0,11,37,697
Never Saw Me Coming,VeraKurian,VeraKurian,2021-09-09,English,10.66,,2.0,11,47,707
All the Little Things,SarahLawton,SarahLawton,2021-10-29,English,6.42,,1.0,8,47,527
Unconditional Parenting,AlfieKohn,AlfieKohn,2016-07-14,English,8.44,4.5,23.0,8,41,521
Chicken Soup for the Kid's Soul 2: Character-Building Stories for Kids Ages 6-10,"JackCanfield,MarkVictorHansen","JackCanfield,MarkVictorHansen",2013-05-28,English,6.01,,10.0,3,48,228
The Montessori Baby,"SimoneDavies,JunnifaUzodike","SimoneDavies,JunnifaUzodike",2021-11-05,English,6.74,,2.0,10,51,651
The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),PhilippaPerry,PhilippaPerry,2019-07-03,English,9.84,4.5,65.0,8,52,532
"Calm Parents, Happy Kids",DrLauraMarkham,DrLauraMarkham,2014-04-09,English,9.84,4.5,43.0,6,58,418
Raising Good Humans,"HunterClarke-FieldsMSAE,CarlaNaumburgPhD","HunterClarke-FieldsMSAE,CarlaNaumburgPhD",2020-08-14,English,5.34,,4.0,5,37,337
We're Pregnant!,AdrianKulp,AdrianKulp,2019-01-29,English,6.01,4.5,6.0,4,34,274
Hold On to Your Kids,"DrGaborMaté,GordonNeufeld","DrGaborMaté,GordonNeufeld",2021-02-03,English,10.66,4.5,3.0,13,42,822
Family Wisdom from the Monk Who Sold His Ferrari,RobinSharma,RobinSharma,2018-11-09,English,7.03,4.5,24.0,5,55,355
No Bad Kids,JanetLansbury,JanetLansbury,2014-10-13,English,6.01,,10.0,3,29,209
Your Self-Confident Baby,"AllisonJohnson,MagdaGerber","AllisonJohnson,MagdaGerber",2013-03-02,English,8.02,4.5,3.0,8,2,482
Parenting the Confident Teen,"KirkMartin,SharonBallantine,RobLane,","KirkMartin,SharonBallantine,RobLane,",2017-07-18,English,21.11,4.5,3.0,8,20,500
Busy Toddler's Guide to Actual Parenting,SusieAllison,SusieAllison,2020-10-21,English,7.02,,4.0,4,23,263
Loving Your Spouse When You Feel Like Walking Away,GaryChapman,GaryChapman,2018-11-05,English,5.06,4.5,4.0,6,47,407
Scientific Secrets for Raising Kids Who Thrive,"PeterM.Vishton,TheGreatCourses","PeterM.Vishton,TheGreatCourses",2014-07-03,English,14.05,4.5,5.0,12,47,767
"Sleep, Baby, Sleep",KerryBajaj,KerryBajaj,2021-06-01,English,10.8,,1.0,6,21,381
Polysecure,JessicaFern,JessicaFern,2020-10-23,English,3.65,,5.0,7,52,472
Elevating Child Care,JanetLansbury,JanetLansbury,2014-06-25,English,6.01,4.5,6.0,3,30,210
Ladka Hua Hai,JyotiTiwari,JyotiTiwari,2022-01-20,Hindi,2.81,,1.0,4,57,297
Things My Son Needs to Know About the World,FredrikBackman,FredrikBackman,2019-06-06,English,7.38,,23.0,3,9,189
Lost & Found,KathrynSchulz,KathrynSchulz,2022-01-20,English,3.88,,1.0,7,26,446
"The Whole-Brain Child by Daniel J. Siegel, MD, and Tina Payne Bryson, PhD - Book Summary","DeanBokhari,FlashBooks","DeanBokhari,FlashBooks",2021-07-01,English,1.97,,4.0,0,34,34
"Self Discipline: Develop Navy Seal Mindset, Willpower, and Use Gratitude to Beat Procrastination for Mastering Your Fear and Raising Wimpy Kid to Tough Men in the Way of a Warrior Spartan",JockoDavis,JockoDavis,2019-02-19,English,6.01,,1.0,3,41,221
Positive Discipline,JaneNelsenEdD,JaneNelsenEdD,2017-10-18,English,10.03,,1.0,10,22,622
And Baby Makes Three,"JohnM.GottmanPhD,JulieSchwartzGottmanPhD","JohnM.GottmanPhD,JulieSchwartzGottmanPhD",2017-05-23,English,10.69,,1.0,7,39,459
"ScreamFree Parenting, 10th Anniversary Revised Edition",HalRunkelLMFT,HalRunkelLMFT,2007-08-15,English,10.55,4.5,2.0,7,32,452
A Child Called 'It',DavidPelzer,DavidPelzer,2007-07-18,English,7.31,,1.0,3,46,226
Secrets of the Baby Whisperer for Toddlers,"TracyHogg,MelindaBlau","TracyHogg,MelindaBlau",2019-11-01,English,7.81,,1.0,5,23,323
Mamma Ki Diary (Hindi Edition),AnuSinghChoudhary,AnuSinghChoudhary,2019-06-05,Hindi,1.42,4.5,4.0,4,49,289
Why Gender Matters,LeonardSaxMDPhD,LeonardSaxMDPhD,2017-08-29,English,9.84,4.5,2.0,10,29,629
"Strong Fathers, Strong Daughters",MegMeeker,MegMeeker,2016-05-01,English,8.02,4.5,14.0,7,4,424
Bringing Up Children,Osho,Osho,2021-01-26,English,1.4,,1.0,2,24,144
Brain Rules for Baby,JohnMedina,JohnMedina,2010-03-11,English,8.42,,6.0,8,29,509
Zero to Five,TracyCutchlow,TracyCutchlow,2017-04-18,English,8.42,4.5,3.0,4,59,299
Toddler Discipline for Every Age and Stage,AubreyHargis,AubreyHargis,2019-08-27,English,6.01,,2.0,3,58,238
"Stop Yelling and Love Me More, Please Mom.",JenniferN.Smith,JenniferN.Smith,2019-03-08,English,2.8,4.5,2.0,1,3,63
Once Upon a Time in Silver Lake,MindyKaling,MindyKaling,2020-06-10,English,0.8,,2.0,0,14,14
Wild Things,"StephenJames,DavidThomas","StephenJames,DavidThomas",2016-09-02,English,11.26,,1.0,10,29,629
The Intentional Father,"JonTyson,DavidKinnaman-foreword","JonTyson,DavidKinnaman-foreword",2021-09-28,English,5.63,,1.0,4,43,283
"Hold On, But Don't Hold Still",KristinaKuzmic,KristinaKuzmic,2020-11-02,English,10.55,4.5,18.0,6,37,397
The Power of Showing Up,"DanielJ.SiegelMD,TinaPayneBrysonPhD","DanielJ.SiegelMD,TinaPayneBrysonPhD",2020-07-01,English,10.55,,4.0,7,27,447
The 21-Day Self-Love Challenge,21-DayChallenges,21-DayChallenges,2015-11-17,English,2.8,,1.0,1,8,68
Minimalist Parenting,"ChristineKoh,AshaDornfest","ChristineKoh,AshaDornfest",2014-01-31,English,7.03,,1.0,7,23,443
The 5 Love Languages of Teenagers,GaryChapman,GaryChapman,2016-08-06,English,10.13,,4.0,8,25,505
Belong,RadhaAgrawal,RadhaAgrawal,2018-04-09,English,6.01,,5.0,3,27,207
Diaper Dude,"ChrisPegula,FrankMeyer","ChrisPegula,FrankMeyer",2020-04-08,English,9.05,,1.0,3,51,231
"Celebrate Your Body (And Its Changes, Too)",SonyaReneeTaylor,SonyaReneeTaylor,2019-08-27,English,2.8,,1.0,2,36,156
Not That Bad,RoxaneGay,RoxaneGay,2019-01-01,English,12.76,,1.0,8,41,521
Narcissistic Parents,CarolineFoster,CarolineFoster,2020-01-23,English,6.01,,1.0,4,42,282
First Comes Love,TomRasmussen,TomRasmussen,2021-08-07,English,10.93,,1.0,7,17,437
Regretting Motherhood,OrnaDonath,OrnaDonath,2018-01-03,English,15.05,,2.0,6,22,382
Secret Slave,AnnaRuston,AnnaRuston,2018-01-30,English,11.26,4.5,2.0,7,53,473
On Becoming Babywise (Updated and Expanded),"RobertBucknamMD,GaryEzzo","RobertBucknamMD,GaryEzzo",2017-04-27,English,8.42,,2.0,6,38,398
Passion and Purity,"ElisabethElliot,JoshuaHarris-forewordby","ElisabethElliot,JoshuaHarris-forewordby",2019-05-21,English,7.3,,3.0,4,37,277
Difficult Mothers,ApterTerriApter,ApterTerriApter,2013-11-06,English,7.31,,1.0,6,28,388
Toxic In-Laws,"SusanForwardPhD,DonnaFrazier-contributor","SusanForwardPhD,DonnaFrazier-contributor",2019-10-15,English,7.03,,2.0,8,2,482
Parenting with Presence,SusanStiffelman,SusanStiffelman,2015-06-05,English,8.42,,4.0,8,9,489
Parenting,PaulDavidTripp,PaulDavidTripp,2016-09-28,English,8.02,,3.0,7,11,431
Inferno,CatherineCho,CatherineCho,2020-03-19,English,7.74,,9.0,6,30,390
The Kickass Single Mom,EmmaJohnson,EmmaJohnson,2017-10-17,English,12.06,,1.0,8,44,524
Midlife and the Great Unknown,DavidWhyte,DavidWhyte,2008-12-12,English,7.02,,1.0,2,32,152
Toddlers Are A**holes,BunmiLaditan,BunmiLaditan,2015-02-06,English,6.02,,2.0,3,24,204
Parents Who Lead,"StewartD.Friedman,AlyssaF.Westring","StewartD.Friedman,AlyssaF.Westring",2020-05-26,English,7.03,,1.0,6,3,363
Chicken Soup for the Mother's Soul,"MarciShimoff,JackCanfield,MarkVictorHansen,","MarciShimoff,JackCanfield,MarkVictorHansen,",2005-05-08,English,2.8,,1.0,1,10,70
When Loving Him Is Hurting You,Dr.DavidHawkins,Dr.DavidHawkins,2017-01-10,English,9.14,,1.0,8,5,485
The Seven Spiritual Laws for Parents,DeepakChopra,DeepakChopra,2006-08-25,English,6.34,4.5,6.0,1,23,83
Parent Effectiveness Training (P.E.T.),ThomasGordon,ThomasGordon,2009-03-02,English,8.42,4.5,8.0,5,45,345
Potty Training in 3 Days,BrandiBrucks,BrandiBrucks,2020-05-02,English,2.8,,1.0,1,56,116
He's Not Lazy,AdamPricePhD,AdamPricePhD,2018-09-19,English,4.21,4.5,2.0,6,40,400
1-2-3 Magic,ThomasW.PhelanPhD,ThomasW.PhelanPhD,2016-03-05,English,10.69,,1.0,7,1,421
Motherhood,LisaMarchiano,LisaMarchiano,2021-05-25,English,7.03,,1.0,7,12,432
The Thriving Child,DrWilliamStixrud,DrWilliamStixrud,2018-07-06,English,9.02,,1.0,11,35,695
Will I Ever Be Good Enough?,KarylMcBride,KarylMcBride,2011-11-21,English,9.84,,9.0,7,25,445
Childfree by Choice,Dr.AmyBlackstone,Dr.AmyBlackstone,2019-11-06,English,10.55,,1.0,7,28,448
Running on Empty No More,JoniceWebbPhD,JoniceWebbPhD,2018-08-14,English,7.03,,1.0,7,9,429
Freeing Your Child from Negative Thinking,TamarChansky,TamarChansky,2020-01-14,English,6.0,,1.0,13,1,781
Master the Daily Battles of Parenting Toddlers,AnnaAndersen,AnnaAndersen,2015-07-08,English,2.4,,1.0,0,56,56
Connection Parenting Audiobook,PamLeo,PamLeo,2010-05-25,English,9.23,,1.0,3,36,216
Where's My Happy Ending?,"AnnaWhitehouse,MattFarquharson","AnnaWhitehouse,MattFarquharson",2020-06-02,English,3.88,,1.0,8,23,503
"Chicken Soup for the Soul: Thanks Dad - 36 Stories about Life Lessons, How Dads Say 'I Love You', and Dad to the Rescue","JackCanfield,MarkVictorHansen,WendyWalker,","JackCanfield,MarkVictorHansen,WendyWalker,",2011-05-20,English,2.81,,1.0,3,18,198
Blend,"MashondaTifrere,AliciaKeys-foreword","MashondaTifrere,AliciaKeys-foreword",2018-02-10,English,10.55,,1.0,5,26,326
"Las Siete Leyes Espirituales, Guía Para Padres [The Seven Spiritual Laws of Success for Parents]",DeepakChopraMD,DeepakChopraMD,2014-10-06,Spanish,5.35,,1.0,2,17,137
A Kidnapped Mind,PamelaRichardson,PamelaRichardson,2013-11-09,English,10.03,,1.0,11,57,717
"The Verbally Abusive Man, Can He Change?",PatriciaEvans,PatriciaEvans,2012-12-31,English,8.04,,1.0,7,20,440
Daughter Detox,PegStreep,PegStreep,2018-10-07,English,7.03,,2.0,10,34,634
What Do You Really Want for Your Children?,Dr.WayneW.Dyer,Dr.WayneW.Dyer,2014-10-14,English,12.04,,5.0,4,12,252
The New Father: A Dad's Guide to the First Year (New Father Series),ArminA.Brott,ArminA.Brott,2018-09-27,English,10.03,,1.0,10,23,623
A Bump in the Road,ElleWright,ElleWright,2021-04-29,English,15.94,,1.0,8,10,490
Raising Giant-Killers,"BillJohnson,BeniJohnson","BillJohnson,BeniJohnson",2018-04-12,English,9.14,,3.0,7,24,444
Praying the Scriptures for Your Children,"JodieBerndt,FernNichols","JodieBerndt,FernNichols",2018-05-29,English,7.03,,1.0,6,8,368
Good Talk,MiraJacob,MiraJacob,2019-10-13,English,7.74,4.5,7.0,2,45,165
The Rabbit Who Wants to Fall Asleep,Carl-JohanForssénEhrlin,Carl-JohanForssénEhrlin,2015-09-23,English,4.92,,3.0,1,8,68
The Body Never Lies,AliceMiller,AliceMiller,2013-11-07,English,8.02,,4.0,5,36,336
Toxic People,TimCantopher,TimCantopher,2018-12-07,English,6.83,,2.0,5,18,318
The Unavailable Father,SarahS.Rosenthal,SarahS.Rosenthal,2020-10-07,English,7.24,,1.0,6,4,364
I Made a Booboo,ShivangiSharma,ShivangiSharma,2018-06-13,English,2.66,4.5,2.0,5,54,354
Rethinking Your Teenager,DarbyFox,DarbyFox,2020-04-28,English,7.03,,1.0,7,30,450
Mindful Parenting in a Chaotic World,NicoleLibinPhD,NicoleLibinPhD,2019-10-12,English,2.8,,1.0,2,12,132
Out of the Fog,DanaMorningstar,DanaMorningstar,2019-12-03,English,8.02,4.5,2.0,8,59,539
The Orphaned Adult,AlexanderLevy,AlexanderLevy,2017-12-12,English,6.0,4.5,3.0,6,42,402
Raising Positive Kids in a Negative World,"ZigZiglar,TomZiglar-contributor","ZigZiglar,TomZiglar-contributor",2019-01-22,English,7.03,,2.0,5,41,341
Mama Bear Apologetics,HillaryMorganFerrer,HillaryMorganFerrer,2019-09-24,English,7.03,,1.0,9,42,582
Sitting Still Like a Frog,"ElineSnel,JonKabat-Zinn","ElineSnel,JonKabat-Zinn",2018-03-04,English,6.02,,1.0,3,40,220
"The First 1,000 Days",RogerThurow,RogerThurow,2017-05-10,English,6.0,,1.0,11,10,670
Spirit of India,A.P.JAbdulKalam,A.P.JAbdulKalam,2018-01-11,English,2.8,,1.0,2,16,136
Raising Resilient Children with a Borderline or Narcissistic Parent,"MargalisFjelstad,JeanMcBride","MargalisFjelstad,JeanMcBride",2021-09-01,English,9.0,,1.0,6,33,393
Trauma Bonding: Understanding and Overcoming the Trauma Bond in a Narcissistic Relationship,LaurenKozlowski,LaurenKozlowski,2020-04-16,English,2.8,,1.0,1,37,97
Growing Up Great!,ScottTodnem,ScottTodnem,2019-10-09,English,2.8,,1.0,2,21,141
It Wasn't Your Fault,BeverlyEngel,BeverlyEngel,2015-02-01,English,8.04,,3.0,8,47,527
"Building Resilience in Children and Teens, 4th Edition",KennethR.Ginsburg,KennethR.Ginsburg,2020-01-09,English,4.78,,1.0,15,10,910
Not Forsaken,LouieGiglio,LouieGiglio,2019-07-05,English,7.03,,1.0,6,19,379
Finding Magic in the Mess,StevenFonso,StevenFonso,2019-07-23,English,9.05,4.5,2.0,4,5,245
The Gift of a Happy Mother,RebeccaEanes,RebeccaEanes,2019-02-04,English,9.05,,1.0,5,17,317
The Mental Load,Emma,Emma,2018-10-23,English,12.06,,2.0,1,37,97
Smart Parenting,PeterFavaro,PeterFavaro,2017-10-31,English,17.27,,1.0,6,15,375
Different,"SallyClarkson,NathanClarkson","SallyClarkson,NathanClarkson",2017-04-18,English,9.84,,1.0,6,17,377
Parenting Outside the Lines,MeghanLeahy,MeghanLeahy,2020-04-08,English,10.55,,1.0,7,13,433
Coming Undone,TerriWhite,TerriWhite,2020-02-07,English,9.56,,1.0,6,37,397
Tech Generation,"MikeBrooksPhD,JonLasserPhD","MikeBrooksPhD,JonLasserPhD",2019-08-27,English,8.44,,1.0,10,38,638
Dad After God's Own Heart,JimGeorge,JimGeorge,2019-06-28,English,7.03,,1.0,6,8,368
No More Mr. Nice Guy,DrRobertGlover,DrRobertGlover,2017-12-21,English,11.26,4.5,234.0,6,49,409
The Courage to Be Disliked ,"FumitakeKoga,IchiroKishimi","FumitakeKoga,IchiroKishimi",2018-02-22,English,12.76,4.5,438.0,6,50,410
Models,MarkManson,MarkManson,2012-12-30,English,7.24,4.5,273.0,7,52,472
"Men Are from Mars, Women Are from Venus",JohnGray,JohnGray,1998-12-27,English,18.23,4.5,166.0,9,28,568
Dating Essentials for Men,Dr.RobertGlover,Dr.RobertGlover,2019-08-27,English,7.03,4.5,32.0,7,26,446
The Seven Principles for Making Marriage Work,"JohnM.GottmanPhD,NanSilver","JohnM.GottmanPhD,NanSilver",2020-01-14,English,8.44,4.5,9.0,10,17,617
Get the Guy,MatthewHussey,MatthewHussey,2013-04-04,English,9.84,4.5,11.0,7,58,478
Heartbreak,FlorenceWilliams,FlorenceWilliams,2022-01-02,English,9.0,,1.0,10,37,637
Love Is Not Enough,MarkManson,MarkManson,2020-03-26,English,12.04,4.5,139.0,7,33,453
Know My Name,ChanelMiller,ChanelMiller,2019-09-24,English,13.12,,77.0,15,25,925
